Filename	QueryName	QueryGC	QueryStart	QueryBasesCovered	QueryStrand	QueryLength	HitName	HitStart	HitBasesCovered	HitStrand	HitLength	AlignmentSize	IdenticalBases	AlignmentPercentIdentity	QueryPercentIdentity	LongestPerfectKmer	MeanPerfectKmer	PercentQueryAligned	nk15	nk17	nk19	nk21	nk23	nk25
N79596_dh10b_8kb_11022015_0627_1_ch375_file56_strand.fast5_BaseCalled_Complement.fasta.maf	ch375_file56	51.10	26	589	+	679	gi|170079663|ref|NC_010473.1|	1713479	637	+	4686137	667	476	71.36	70.10	17	4.33	86.75	1	1	0	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch325_file2_strand.fast5_BaseCalled_Complement.fasta.maf	ch325_file2	51.41	111	3116	+	3299	gi|170079663|ref|NC_010473.1|	4144916	3283	+	4686137	3503	2368	67.60	71.78	27	3.56	94.45	11	5	4	2	2	2
N79596_dh10b_8kb_11022015_0627_1_ch406_file74_strand.fast5_BaseCalled_Complement.fasta.maf	ch406_file74	44.34	106	4390	+	4533	gi|170079663|ref|NC_010473.1|	3726913	4534	+	4686137	4813	3314	68.86	73.11	33	3.73	96.85	21	12	9	4	3	2
N79596_dh10b_8kb_11022015_0627_1_ch195_file0_strand.fast5_BaseCalled_Complement.fasta.maf	ch195_file0	50.39	68	7876	+	7960	gi|170079663|ref|NC_010473.1|	3347889	8170	+	4686137	8697	5740	66.00	72.11	26	3.35	98.94	25	16	9	6	4	2
N79596_dh10b_8kb_11022015_0627_1_ch433_file121_strand.fast5_BaseCalled_Complement.fasta.maf	ch433_file121	50.70	3	3352	+	3426	gi|170079663|ref|NC_010473.1|	4260832	3688	+	4686137	3828	2697	70.45	78.72	43	4.13	97.84	15	8	4	3	3	3
N79596_dh10b_8kb_11022015_0627_1_ch66_file130_strand.fast5_BaseCalled_Complement.fasta.maf	ch66_file130	49.59	67	6294	+	6406	gi|170079663|ref|NC_010473.1|	1648966	6610	+	4686137	7046	4965	70.47	77.51	31	4.17	98.25	29	20	10	10	8	4
N79596_dh10b_8kb_11022015_0627_1_ch452_file18_strand.fast5_BaseCalled_Complement.fasta.maf	ch452_file18	48.29	77	2463	+	2663	gi|170079663|ref|NC_010473.1|	4480769	2619	+	4686137	2752	1921	69.80	72.14	25	3.99	92.49	12	9	3	1	1	1
N79596_dh10b_8kb_11022015_0627_1_ch362_file35_strand.fast5_BaseCalled_Complement.fasta.maf	ch362_file35	48.33	28	1193	+	1231	gi|170079663|ref|NC_010473.1|	911961	1299	+	4686137	1369	918	67.06	74.57	22	3.56	96.91	3	3	3	2	0	0
N79596_dh10b_8kb_11022015_0627_1_ch154_file97_strand.fast5_BaseCalled_Complement.fasta.maf	ch154_file97	49.55	43	4362	+	4434	gi|170079663|ref|NC_010473.1|	3572840	4671	+	4686137	4925	3367	68.37	75.94	30	3.64	98.38	14	4	2	2	1	1
N79596_dh10b_8kb_11022015_0627_1_ch110_file39_strand.fast5_BaseCalled_Complement.fasta.maf	ch110_file39	50.92	85	5252	+	5363	gi|170079663|ref|NC_010473.1|	3978533	5447	+	4686137	5531	3807	68.83	70.99	29	3.75	97.93	27	15	5	4	1	1
N79596_dh10b_8kb_11022015_0627_1_ch296_file10_strand.fast5_BaseCalled_Complement.fasta.maf	ch296_file10	47.61	4	1025	+	1107	gi|170079663|ref|NC_010473.1|	438101	1015	+	4686137	1099	761	69.24	68.74	22	3.77	92.59	6	3	1	1	0	0
N79596_dh10b_8kb_11022015_0627_1_ch251_file113_strand.fast5_BaseCalled_Complement.fasta.maf	ch251_file113	50.62	60	9104	+	9181	gi|170079663|ref|NC_010473.1|	2426452	9429	+	4686137	10137	6931	68.37	75.49	28	3.75	99.16	36	20	13	7	3	3
N79596_dh10b_8kb_11022015_0627_1_ch306_file57_strand.fast5_BaseCalled_Complement.fasta.maf	ch306_file57	50.17	17	5211	+	5274	gi|170079663|ref|NC_010473.1|	3089331	5402	+	4686137	5720	4092	71.54	77.59	29	4.20	98.81	31	21	10	7	6	4
N79596_dh10b_8kb_11022015_0627_1_ch468_file145_strand.fast5_BaseCalled_Complement.fasta.maf	ch468_file145	52.86	62	4092	+	4181	gi|170079663|ref|NC_010473.1|	1816446	4305	+	4686137	4557	3123	68.53	74.70	22	3.54	97.87	9	7	6	2	0	0
N79596_dh10b_8kb_11022015_0627_1_ch19_file2_strand.fast5_BaseCalled_Complement.fasta.maf	ch19_file2	51.93	131	4063	+	4308	gi|170079663|ref|NC_010473.1|	4224180	4401	+	4686137	4586	3161	68.93	73.38	23	3.76	94.31	11	8	5	2	1	0
N79596_dh10b_8kb_11022015_0627_1_ch368_file83_strand.fast5_BaseCalled_Complement.fasta.maf	ch368_file83	50.04	54	5633	+	5710	gi|170079663|ref|NC_010473.1|	4215582	5997	+	4686137	6378	4257	66.75	74.55	31	3.54	98.65	24	13	9	5	3	2
N79596_dh10b_8kb_11022015_0627_1_ch148_file4_strand.fast5_BaseCalled_Complement.fasta.maf	ch148_file4	48.77	42	1085	+	1386	gi|170079663|ref|NC_010473.1|	4618984	1156	+	4686137	1220	850	69.67	61.33	21	3.83	78.28	3	2	1	1	0	0
N79596_dh10b_8kb_11022015_0627_1_ch154_file15_strand.fast5_BaseCalled_Complement.fasta.maf	ch154_file15	52.59	67	1296	+	1388	gi|170079663|ref|NC_010473.1|	3302581	1402	+	4686137	1460	1011	69.25	72.84	23	3.73	93.37	8	4	3	2	1	0
N79596_dh10b_8kb_11022015_0627_1_ch78_file40_strand.fast5_BaseCalled_Complement.fasta.maf	ch78_file40	48.87	207	1994	+	2437	gi|170079663|ref|NC_010473.1|	3158823	2125	+	4686137	2252	1553	68.96	63.73	20	3.76	81.82	7	2	1	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch456_file13_strand.fast5_BaseCalled_Complement.fasta.maf	ch456_file13	49.33	74	4045	+	4239	gi|170079663|ref|NC_010473.1|	2586685	4401	+	4686137	4648	2969	63.88	70.04	24	3.10	95.42	11	6	4	2	2	0
N79596_dh10b_8kb_11022015_0627_1_ch196_file29_strand.fast5_BaseCalled_Complement.fasta.maf	ch196_file29	50.95	323	1576	+	1943	gi|170079663|ref|NC_010473.1|	4216710	1890	+	4686137	1920	1247	64.95	64.18	24	3.26	81.11	4	3	1	1	1	0
N79596_dh10b_8kb_11022015_0627_1_ch408_file28_strand.fast5_BaseCalled_Complement.fasta.maf	ch408_file28	49.64	41	2799	+	2939	gi|170079663|ref|NC_010473.1|	1845218	2950	+	4686137	3133	2162	69.01	73.56	22	3.68	95.24	14	8	4	1	0	0
N79596_dh10b_8kb_11022015_0627_1_ch248_file32_strand.fast5_BaseCalled_Complement.fasta.maf	ch248_file32	47.76	3	5861	+	5927	gi|170079663|ref|NC_010473.1|	1326952	6091	+	4686137	6496	4471	68.83	75.43	25	3.84	98.89	25	10	7	3	1	1
N79596_dh10b_8kb_11022015_0627_1_ch174_file4_strand.fast5_BaseCalled_Complement.fasta.maf	ch174_file4	49.85	23	4028	+	4126	gi|170079663|ref|NC_010473.1|	473057	4064	+	4686137	4111	2910	70.79	70.53	26	4.15	97.62	13	5	3	2	1	1
N79596_dh10b_8kb_11022015_0627_1_ch106_file4_strand.fast5_BaseCalled_Complement.fasta.maf	ch106_file4	48.75	120	3038	+	3206	gi|170079663|ref|NC_010473.1|	469961	3292	+	4686137	3473	2402	69.16	74.92	23	4.16	94.76	19	11	7	3	1	0
N79596_dh10b_8kb_11022015_0627_1_ch11_file127_strand.fast5_BaseCalled_Complement.fasta.maf	ch11_file127	51.50	19	6138	+	6355	gi|170079663|ref|NC_010473.1|	4392522	6162	+	4686137	6699	4513	67.37	71.01	23	3.62	96.59	17	8	2	1	1	0
N79596_dh10b_8kb_11022015_0627_1_ch208_file195_strand.fast5_BaseCalled_Complement.fasta.maf	ch208_file195	52.39	70	3915	+	4035	gi|170079663|ref|NC_010473.1|	2205942	4360	+	4686137	4552	3055	67.11	75.71	28	3.63	97.03	16	11	4	1	1	1
N79596_dh10b_8kb_11022015_0627_1_ch138_file178_strand.fast5_BaseCalled_Complement.fasta.maf	ch138_file178	46.37	46	5088	+	5191	gi|170079663|ref|NC_010473.1|	3751337	5381	+	4686137	5750	3952	68.73	76.13	35	3.99	98.02	23	15	10	7	4	3
N79596_dh10b_8kb_11022015_0627_1_ch485_file39_strand.fast5_BaseCalled_Complement.fasta.maf	ch485_file39	50.60	110	3230	+	3391	gi|170079663|ref|NC_010473.1|	2801907	3899	+	4686137	3920	2619	66.81	77.23	23	3.56	95.25	6	2	2	2	1	0
N79596_dh10b_8kb_11022015_0627_1_ch251_file41_strand.fast5_BaseCalled_Complement.fasta.maf	ch251_file41	51.28	51	531	+	585	gi|170079663|ref|NC_010473.1|	656446	584	+	4686137	608	433	71.22	74.02	21	3.61	90.77	3	2	1	1	0	0
N79596_dh10b_8kb_11022015_0627_1_ch303_file73_strand.fast5_BaseCalled_Complement.fasta.maf	ch303_file73	49.85	33	5783	+	6062	gi|170079663|ref|NC_010473.1|	1097186	5815	+	4686137	5867	4085	69.63	67.39	34	3.80	95.40	24	12	9	7	5	4
N79596_dh10b_8kb_11022015_0627_1_ch336_file11_strand.fast5_BaseCalled_Complement.fasta.maf	ch336_file11	49.52	83	5487	+	5586	gi|170079663|ref|NC_010473.1|	3932032	5892	+	4686137	6184	4175	67.51	74.74	26	3.69	98.23	31	17	10	7	5	2
N79596_dh10b_8kb_11022015_0627_1_ch168_file20_strand.fast5_BaseCalled_Complement.fasta.maf	ch168_file20	52.93	3	918	+	939	gi|170079663|ref|NC_010473.1|	37208	1209	+	4686137	1237	755	61.03	80.40	20	3.48	97.76	2	1	1	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch144_file74_strand.fast5_BaseCalled_Complement.fasta.maf	ch144_file74	47.60	46	5503	+	5572	gi|170079663|ref|NC_010473.1|	2862445	5842	+	4686137	6164	4195	68.06	75.29	25	3.60	98.76	18	11	6	3	1	1
N79596_dh10b_8kb_11022015_0627_1_ch374_file20_strand.fast5_BaseCalled_Complement.fasta.maf	ch374_file20	52.30	17	6181	+	6331	gi|170079663|ref|NC_010473.1|	3581804	6310	+	4686137	6779	4813	71.00	76.02	34	4.12	97.63	31	17	11	7	7	2
N79596_dh10b_8kb_11022015_0627_1_ch415_file103_strand.fast5_BaseCalled_Complement.fasta.maf	ch415_file103	49.59	22	5114	+	5201	gi|170079663|ref|NC_010473.1|	4594388	5134	+	4686137	5565	3828	68.79	73.60	27	3.91	98.33	30	11	7	5	2	1
N79596_dh10b_8kb_11022015_0627_1_ch188_file34_strand.fast5_BaseCalled_Complement.fasta.maf	ch188_file34	52.55	37	8536	+	8612	gi|170079663|ref|NC_010473.1|	1370668	9187	+	4686137	9607	6800	70.78	78.96	36	4.05	99.12	52	39	22	13	7	4
N79596_dh10b_8kb_11022015_0627_1_ch42_file57_strand.fast5_BaseCalled_Complement.fasta.maf	ch42_file57	48.54	80	1544	+	1642	gi|170079663|ref|NC_010473.1|	1807786	1565	+	4686137	1687	1166	69.12	71.01	34	3.82	94.03	6	4	3	1	1	1
N79596_dh10b_8kb_11022015_0627_1_ch181_file7_strand.fast5_BaseCalled_Complement.fasta.maf	ch181_file7	52.64	33	1210	+	1364	gi|170079663|ref|NC_010473.1|	3206151	1321	+	4686137	1373	945	68.83	69.28	39	3.89	88.71	4	3	3	2	2	2
N79596_dh10b_8kb_11022015_0627_1_ch168_file26_strand.fast5_BaseCalled_Complement.fasta.maf	ch168_file26	50.60	53	2677	+	2767	gi|170079663|ref|NC_010473.1|	426024	2751	+	4686137	2949	1905	64.60	68.85	23	3.16	96.75	7	2	1	1	1	0
N79596_dh10b_8kb_11022015_0627_1_ch83_file13_strand.fast5_BaseCalled_Complement.fasta.maf	ch83_file13	49.87	113	2972	+	3122	gi|170079663|ref|NC_010473.1|	3401823	3170	+	4686137	3344	2287	68.39	73.25	17	3.58	95.20	5	4	0	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch360_file247_strand.fast5_BaseCalled_Complement.fasta.maf	ch360_file247	45.32	37	1905	+	1966	gi|170079663|ref|NC_010473.1|	2186906	2124	+	4686137	2192	1522	69.43	77.42	27	3.83	96.90	9	5	2	1	1	1
N79596_dh10b_8kb_11022015_0627_1_ch360_file23_strand.fast5_BaseCalled_Complement.fasta.maf	ch360_file23	49.11	53	4619	+	4683	gi|170079663|ref|NC_010473.1|	531089	5068	+	4686137	5287	3580	67.71	76.45	24	3.56	98.63	10	5	5	3	2	0
N79596_dh10b_8kb_11022015_0627_1_ch243_file33_strand.fast5_BaseCalled_Complement.fasta.maf	ch243_file33	50.97	31	1481	+	1603	gi|170079663|ref|NC_010473.1|	2920724	1694	+	4686137	1746	1191	68.21	74.30	22	3.76	92.39	9	6	2	1	0	0
N79596_dh10b_8kb_11022015_0627_1_ch154_file86_strand.fast5_BaseCalled_Complement.fasta.maf	ch154_file86	54.42	91	5025	+	5136	gi|170079663|ref|NC_010473.1|	3713969	5191	+	4686137	5537	3851	69.55	74.98	32	3.95	97.84	16	11	8	4	2	2
N79596_dh10b_8kb_11022015_0627_1_ch94_file113_strand.fast5_BaseCalled_Complement.fasta.maf	ch94_file113	49.51	99	3363	+	3553	gi|170079663|ref|NC_010473.1|	1807629	3602	+	4686137	3798	2671	70.33	75.18	33	4.02	94.65	12	7	6	3	3	2
N79596_dh10b_8kb_11022015_0627_1_ch75_file5_strand.fast5_BaseCalled_Complement.fasta.maf	ch75_file5	52.77	126	4408	+	4614	gi|170079663|ref|NC_010473.1|	4328381	4678	+	4686137	4977	3338	67.07	72.35	23	3.46	95.54	14	10	6	3	1	0
N79596_dh10b_8kb_11022015_0627_1_ch461_file72_strand.fast5_BaseCalled_Complement.fasta.maf	ch461_file72	51.30	68	3488	+	3612	gi|170079663|ref|NC_010473.1|	2487787	3595	+	4686137	3905	2591	66.35	71.73	25	3.52	96.57	10	5	2	1	1	1
N79596_dh10b_8kb_11022015_0627_1_ch1_file104_strand.fast5_BaseCalled_Complement.fasta.maf	ch1_file104	44.83	57	4350	+	4435	gi|170079663|ref|NC_010473.1|	506220	4772	+	4686137	4961	3313	66.78	74.70	29	3.45	98.08	16	11	7	5	3	2
N79596_dh10b_8kb_11022015_0627_1_ch275_file20_strand.fast5_BaseCalled_Complement.fasta.maf	ch275_file20	51.50	27	931	+	1002	gi|170079663|ref|NC_010473.1|	752334	980	+	4686137	1038	719	69.27	71.76	25	3.63	92.91	2	1	1	1	1	1
N79596_dh10b_8kb_11022015_0627_1_ch139_file41_strand.fast5_BaseCalled_Complement.fasta.maf	ch139_file41	51.24	1	2325	+	2459	gi|170079663|ref|NC_010473.1|	1016005	2544	+	4686137	2639	1684	63.81	68.48	24	2.95	94.55	3	2	1	1	1	0
N79596_dh10b_8kb_11022015_0627_1_ch486_file4_strand.fast5_BaseCalled_Complement.fasta.maf	ch486_file4	53.14	123	3917	+	4070	gi|170079663|ref|NC_010473.1|	862676	4190	+	4686137	4429	3060	69.09	75.18	30	3.76	96.24	19	12	8	6	5	4
N79596_dh10b_8kb_11022015_0627_1_ch164_file125_strand.fast5_BaseCalled_Complement.fasta.maf	ch164_file125	50.28	162	4493	+	4686	gi|170079663|ref|NC_010473.1|	4324815	4885	+	4686137	5151	3444	66.86	73.50	25	3.67	95.88	13	7	5	2	1	1
N79596_dh10b_8kb_11022015_0627_1_ch474_file49_strand.fast5_BaseCalled_Complement.fasta.maf	ch474_file49	53.14	81	4225	+	4332	gi|170079663|ref|NC_010473.1|	4583834	4420	+	4686137	4730	3197	67.59	73.80	29	3.51	97.53	14	9	7	4	3	2
N79596_dh10b_8kb_11022015_0627_1_ch166_file29_strand.fast5_BaseCalled_Complement.fasta.maf	ch166_file29	48.49	21	1371	+	1522	gi|170079663|ref|NC_010473.1|	711036	1496	+	4686137	1560	1104	70.77	72.54	27	4.10	90.08	6	5	4	3	3	2
N79596_dh10b_8kb_11022015_0627_1_ch452_file79_strand.fast5_BaseCalled_Complement.fasta.maf	ch452_file79	47.09	88	2768	+	2924	gi|170079663|ref|NC_010473.1|	2274467	2921	+	4686137	3031	2075	68.46	70.96	24	3.55	94.66	7	5	1	1	1	0
N79596_dh10b_8kb_11022015_0627_1_ch181_file61_strand.fast5_BaseCalled_Complement.fasta.maf	ch181_file61	48.53	249	2975	+	3324	gi|170079663|ref|NC_010473.1|	4508234	3208	+	4686137	3337	2380	71.32	71.60	34	4.21	89.50	20	13	7	5	2	2
N79596_dh10b_8kb_11022015_0627_1_ch453_file58_strand.fast5_BaseCalled_Complement.fasta.maf	ch453_file58	51.79	58	2577	+	2649	gi|170079663|ref|NC_010473.1|	3441630	2727	+	4686137	2848	1924	67.56	72.63	36	3.53	97.28	10	9	2	1	1	1
N79596_dh10b_8kb_11022015_0627_1_ch199_file98_strand.fast5_BaseCalled_Complement.fasta.maf	ch199_file98	50.96	21	1259	+	1303	gi|170079663|ref|NC_010473.1|	1153731	1271	+	4686137	1355	942	69.52	72.29	18	3.77	96.62	2	1	0	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch285_file15_strand.fast5_BaseCalled_Complement.fasta.maf	ch285_file15	54.04	72	3715	+	4036	gi|170079663|ref|NC_010473.1|	585275	3937	+	4686137	4143	2845	68.67	70.49	24	3.56	92.05	14	9	3	1	1	0
N79596_dh10b_8kb_11022015_0627_1_ch66_file275_strand.fast5_BaseCalled_Complement.fasta.maf	ch66_file275	51.50	36	2163	+	2270	gi|170079663|ref|NC_010473.1|	4477538	2151	+	4686137	2351	1547	65.80	68.15	23	3.24	95.29	3	3	3	1	1	0
N79596_dh10b_8kb_11022015_0627_1_ch251_file16_strand.fast5_BaseCalled_Complement.fasta.maf	ch251_file16	49.78	37	3329	+	3415	gi|170079663|ref|NC_010473.1|	2374542	3456	+	4686137	3664	2544	69.43	74.49	39	3.87	97.48	15	9	6	5	3	2
N79596_dh10b_8kb_11022015_0627_1_ch154_file90_strand.fast5_BaseCalled_Complement.fasta.maf	ch154_file90	50.14	34	6311	+	6432	gi|170079663|ref|NC_010473.1|	1342389	6337	+	4686137	6847	4634	67.68	72.05	26	3.43	98.12	19	10	3	2	1	1
N79596_dh10b_8kb_11022015_0627_1_ch136_file37_strand.fast5_BaseCalled_Complement.fasta.maf	ch136_file37	47.60	20	4932	+	5011	gi|170079663|ref|NC_010473.1|	614350	5236	+	4686137	5536	3815	68.91	76.13	26	3.82	98.42	19	14	9	3	2	2
N79596_dh10b_8kb_11022015_0627_1_ch412_file8_strand.fast5_BaseCalled_Complement.fasta.maf	ch412_file8	51.98	83	7230	+	7337	gi|170079663|ref|NC_010473.1|	2731517	7688	+	4686137	8177	5576	68.19	76.00	26	3.74	98.54	25	17	9	5	1	1
N79596_dh10b_8kb_11022015_0627_1_ch196_file14_strand.fast5_BaseCalled_Complement.fasta.maf	ch196_file14	50.64	27	2171	+	2261	gi|170079663|ref|NC_010473.1|	2451614	2282	+	4686137	2418	1637	67.70	72.40	22	3.48	96.02	11	5	3	2	0	0
N79596_dh10b_8kb_11022015_0627_1_ch172_file52_strand.fast5_BaseCalled_Complement.fasta.maf	ch172_file52	48.65	76	1515	+	1630	gi|170079663|ref|NC_010473.1|	4606366	1615	+	4686137	1695	1213	71.56	74.42	28	4.27	92.94	9	7	5	3	3	2
N79596_dh10b_8kb_11022015_0627_1_ch366_file30_strand.fast5_BaseCalled_Complement.fasta.maf	ch366_file30	50.18	343	4335	+	4697	gi|170079663|ref|NC_010473.1|	797525	4367	+	4686137	4699	3213	68.38	68.41	29	3.73	92.29	29	11	3	2	2	1
N79596_dh10b_8kb_11022015_0627_1_ch221_file7_strand.fast5_BaseCalled_Complement.fasta.maf	ch221_file7	51.53	50	2492	+	2622	gi|170079663|ref|NC_010473.1|	1407978	2634	+	4686137	2783	1828	65.68	69.72	17	3.18	95.04	5	1	0	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch223_file25_strand.fast5_BaseCalled_Complement.fasta.maf	ch223_file25	52.16	54	1588	+	1687	gi|170079663|ref|NC_010473.1|	1031661	1706	+	4686137	1802	1205	66.87	71.43	22	3.43	94.13	5	4	2	1	0	0
N79596_dh10b_8kb_11022015_0627_1_ch18_file134_strand.fast5_BaseCalled_Complement.fasta.maf	ch18_file134	46.59	50	495	+	601	gi|170079663|ref|NC_010473.1|	1407930	585	+	4686137	597	379	63.48	63.06	20	3.24	82.36	1	1	1	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch170_file0_strand.fast5_BaseCalled_Complement.fasta.maf	ch170_file0	48.93	23	1237	+	1361	gi|170079663|ref|NC_010473.1|	1337343	1346	+	4686137	1416	914	64.55	67.16	20	3.04	90.89	3	1	1	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch361_file28_strand.fast5_BaseCalled_Complement.fasta.maf	ch361_file28	49.74	1207	1760	+	3044	gi|170079663|ref|NC_010473.1|	2271450	1960	+	4686137	2022	1399	69.19	45.96	25	3.80	57.82	6	3	3	2	1	1
N79596_dh10b_8kb_11022015_0627_1_ch510_file59_strand.fast5_BaseCalled_Complement.fasta.maf	ch510_file59	50.08	37	5981	+	6044	gi|170079663|ref|NC_010473.1|	1193866	6471	+	4686137	6782	4531	66.81	74.97	22	3.46	98.96	14	7	6	2	0	0
N79596_dh10b_8kb_11022015_0627_1_ch423_file76_strand.fast5_BaseCalled_Complement.fasta.maf	ch423_file76	50.30	64	7795	+	7916	gi|170079663|ref|NC_010473.1|	3198494	7974	+	4686137	8605	5540	64.38	69.98	30	3.16	98.47	21	11	8	2	1	1
N79596_dh10b_8kb_11022015_0627_1_ch405_file90_strand.fast5_BaseCalled_Complement.fasta.maf	ch405_file90	52.74	13	3706	+	3794	gi|170079663|ref|NC_010473.1|	1914256	3940	+	4686137	4170	2852	68.39	75.17	27	3.68	97.68	11	5	4	2	1	1
N79596_dh10b_8kb_11022015_0627_1_ch181_file67_strand.fast5_BaseCalled_Complement.fasta.maf	ch181_file67	51.10	59	2081	+	3865	gi|170079663|ref|NC_010473.1|	960996	2392	+	4686137	2412	1655	68.62	42.82	24	3.73	53.84	12	7	5	2	2	0
N79596_dh10b_8kb_11022015_0627_1_ch216_file111_strand.fast5_BaseCalled_Complement.fasta.maf	ch216_file111	51.32	17	3170	+	3254	gi|170079663|ref|NC_010473.1|	471468	3209	+	4686137	3515	2266	64.47	69.64	23	3.24	97.42	8	5	1	1	1	0
N79596_dh10b_8kb_11022015_0627_1_ch314_file4_strand.fast5_BaseCalled_Complement.fasta.maf	ch314_file4	50.95	59	3280	+	3372	gi|170079663|ref|NC_010473.1|	164962	3393	+	4686137	3624	2575	71.05	76.36	28	4.12	97.27	17	11	6	2	2	1
N79596_dh10b_8kb_11022015_0627_1_ch248_file96_strand.fast5_BaseCalled_Complement.fasta.maf	ch248_file96	47.96	93	1221	+	1449	gi|170079663|ref|NC_010473.1|	583568	1266	+	4686137	1374	938	68.27	64.73	21	3.71	84.27	1	1	1	1	0	0
N79596_dh10b_8kb_11022015_0627_1_ch223_file64_strand.fast5_BaseCalled_Complement.fasta.maf	ch223_file64	49.89	59	2115	+	2225	gi|170079663|ref|NC_010473.1|	4214431	2147	+	4686137	2325	1614	69.42	72.54	19	3.83	95.06	7	3	2	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch248_file16_strand.fast5_BaseCalled_Complement.fasta.maf	ch248_file16	49.45	18	5594	+	5650	gi|170079663|ref|NC_010473.1|	4268578	5887	+	4686137	6217	4356	70.07	77.10	40	3.89	99.01	25	13	7	2	1	1
N79596_dh10b_8kb_11022015_0627_1_ch468_file130_strand.fast5_BaseCalled_Complement.fasta.maf	ch468_file130	50.43	490	3185	+	3760	gi|170079663|ref|NC_010473.1|	28242	3492	+	4686137	3635	2511	69.08	66.78	25	3.79	84.71	17	10	6	4	3	1
N79596_dh10b_8kb_11022015_0627_1_ch441_file23_strand.fast5_BaseCalled_Complement.fasta.maf	ch441_file23	51.94	75	1594	+	1704	gi|170079663|ref|NC_010473.1|	3205284	1707	+	4686137	1790	1263	70.56	74.12	33	4.11	93.54	10	7	6	2	2	2
N79596_dh10b_8kb_11022015_0627_1_ch324_file40_strand.fast5_BaseCalled_Complement.fasta.maf	ch324_file40	50.76	406	3383	+	3895	gi|170079663|ref|NC_010473.1|	2004533	3526	+	4686137	3761	2446	65.04	62.80	29	3.21	86.85	9	4	3	1	1	1
N79596_dh10b_8kb_11022015_0627_1_ch1_file24_strand.fast5_BaseCalled_Complement.fasta.maf	ch1_file24	48.60	9	11955	+	12018	gi|170079663|ref|NC_010473.1|	702795	12694	+	4686137	13435	9409	70.03	78.29	30	3.95	99.48	45	24	12	7	6	2
N79596_dh10b_8kb_11022015_0627_1_ch224_file1_strand.fast5_BaseCalled_Complement.fasta.maf	ch224_file1	52.64	155	2440	+	2616	gi|170079663|ref|NC_010473.1|	2035279	2557	+	4686137	2723	1792	65.81	68.50	24	3.15	93.27	5	3	2	1	1	0
N79596_dh10b_8kb_11022015_0627_1_ch281_file0_strand.fast5_BaseCalled_Complement.fasta.maf	ch281_file0	47.09	50	730	+	875	gi|170079663|ref|NC_010473.1|	3562258	744	+	4686137	792	534	67.42	61.03	18	3.40	83.43	1	1	0	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch412_file22_strand.fast5_BaseCalled_Complement.fasta.maf	ch412_file22	52.59	29	1294	+	1373	gi|170079663|ref|NC_010473.1|	3639615	1465	+	4686137	1513	1030	68.08	75.02	15	3.68	94.25	1	0	0	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch465_file55_strand.fast5_BaseCalled_Complement.fasta.maf	ch465_file55	51.04	2	692	+	766	gi|170079663|ref|NC_010473.1|	2941508	765	+	4686137	798	529	66.29	69.06	17	3.37	90.34	2	1	0	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch214_file12_strand.fast5_BaseCalled_Complement.fasta.maf	ch214_file12	51.62	59	9015	+	9134	gi|170079663|ref|NC_010473.1|	3953252	9236	+	4686137	9925	6711	67.62	73.47	30	3.51	98.70	36	20	13	11	7	1
N79596_dh10b_8kb_11022015_0627_1_ch144_file37_strand.fast5_BaseCalled_Complement.fasta.maf	ch144_file37	49.98	52	5630	+	5710	gi|170079663|ref|NC_010473.1|	4371623	5741	+	4686137	6207	4042	65.12	70.79	23	3.26	98.60	15	8	5	3	2	0
N79596_dh10b_8kb_11022015_0627_1_ch149_file8_strand.fast5_BaseCalled_Complement.fasta.maf	ch149_file8	51.87	261	1968	+	2375	gi|170079663|ref|NC_010473.1|	44346	2115	+	4686137	2192	1528	69.71	64.34	32	3.66	82.86	12	5	3	3	3	2
N79596_dh10b_8kb_11022015_0627_1_ch18_file25_strand.fast5_BaseCalled_Complement.fasta.maf	ch18_file25	46.37	116	691	+	826	gi|170079663|ref|NC_010473.1|	2347869	760	+	4686137	794	538	67.76	65.13	24	3.59	83.66	2	2	2	1	1	0
N79596_dh10b_8kb_11022015_0627_1_ch198_file37_strand.fast5_BaseCalled_Complement.fasta.maf	ch198_file37	51.80	91	5063	+	5276	gi|170079663|ref|NC_010473.1|	2796543	5325	+	4686137	5660	3885	68.64	73.64	26	3.62	95.96	24	9	7	4	4	2
N79596_dh10b_8kb_11022015_0627_1_ch251_file15_strand.fast5_BaseCalled_Complement.fasta.maf	ch251_file15	49.61	38	3024	+	3092	gi|170079663|ref|NC_010473.1|	2010813	3181	+	4686137	3377	2289	67.78	74.03	36	3.65	97.80	10	7	3	2	1	1
N79596_dh10b_8kb_11022015_0627_1_ch407_file43_strand.fast5_BaseCalled_Complement.fasta.maf	ch407_file43	50.96	34	6379	+	6450	gi|170079663|ref|NC_010473.1|	3459543	7380	+	4686137	7580	4961	65.45	76.91	30	3.26	98.90	16	10	8	5	3	2
