Filename	QueryName	QueryGC	QueryStart	QueryBasesCovered	QueryStrand	QueryLength	HitName	HitStart	HitBasesCovered	HitStrand	HitLength	AlignmentSize	IdenticalBases	AlignmentPercentIdentity	QueryPercentIdentity	LongestPerfectKmer	MeanPerfectKmer	PercentQueryAligned	nk15	nk17	nk19	nk21	nk23	nk25
N79596_dh10b_8kb_11022015_0627_1_ch202_file142_strand.fast5_BaseCalled_Template.fasta.maf	ch202_file142	51.57	7	5082	+	5113	gi|170079663|ref|NC_010473.1|	3335470	5461	+	4686137	5766	3614	62.68	70.68	18	2.87	99.39	3	1	0	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch177_file2_strand.fast5_BaseCalled_Template.fasta.maf	ch177_file2	48.76	2	3837	+	3843	gi|170079663|ref|NC_010473.1|	4592907	3927	+	4686137	3881	2675	68.93	69.61	27	3.72	99.84	19	10	7	7	5	4
N79596_dh10b_8kb_11022015_0627_1_ch66_file275_strand.fast5_BaseCalled_Template.fasta.maf	ch66_file275	49.89	1	1821	+	1828	gi|170079663|ref|NC_010473.1|	4477541	2152	+	4686137	2203	1395	63.32	76.31	18	3.00	99.62	4	1	0	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch66_file298_strand.fast5_BaseCalled_Template.fasta.maf	ch66_file298	47.37	10	2565	+	2584	gi|170079663|ref|NC_010473.1|	598057	2875	+	4686137	2982	1936	64.92	74.92	27	3.11	99.26	4	3	2	2	2	1
N79596_dh10b_8kb_11022015_0627_1_ch354_file16_strand.fast5_BaseCalled_Template.fasta.maf	ch354_file16	51.32	9	4113	+	4135	gi|170079663|ref|NC_010473.1|	4040339	4258	+	4686137	4532	3129	69.04	75.67	26	3.78	99.47	31	20	10	9	6	4
N79596_dh10b_8kb_11022015_0627_1_ch336_file34_strand.fast5_BaseCalled_Template.fasta.maf	ch336_file34	49.88	15	3755	+	3773	gi|170079663|ref|NC_010473.1|	4427846	4248	+	4686137	4352	2931	67.35	77.68	21	3.58	99.52	12	5	1	1	0	0
N79596_dh10b_8kb_11022015_0627_1_ch202_file14_strand.fast5_BaseCalled_Template.fasta.maf	ch202_file14	50.04	1	4679	+	4702	gi|170079663|ref|NC_010473.1|	4206405	5426	+	4686137	5541	3651	65.89	77.65	23	3.41	99.51	20	11	9	6	2	0
N79596_dh10b_8kb_11022015_0627_1_ch509_file5_strand.fast5_BaseCalled_Template.fasta.maf	ch509_file5	50.26	2	3870	+	3882	gi|170079663|ref|NC_010473.1|	296126	4027	+	4686137	4278	3003	70.20	77.36	30	4.03	99.69	29	15	7	3	3	2
N79596_dh10b_8kb_11022015_0627_1_ch466_file79_strand.fast5_BaseCalled_Template.fasta.maf	ch466_file79	50.57	7	3036	+	3063	gi|170079663|ref|NC_010473.1|	2170038	3305	+	4686137	3421	2342	68.46	76.46	26	3.77	99.12	18	11	5	2	2	2
N79596_dh10b_8kb_11022015_0627_1_ch154_file97_strand.fast5_BaseCalled_Template.fasta.maf	ch154_file97	50.65	12	4506	+	4527	gi|170079663|ref|NC_010473.1|	3572850	4678	+	4686137	4835	3208	66.35	70.86	27	3.35	99.54	13	9	3	2	2	1
N79596_dh10b_8kb_11022015_0627_1_ch1_file24_strand.fast5_BaseCalled_Template.fasta.maf	ch1_file24	48.71	1	10652	+	10794	gi|170079663|ref|NC_010473.1|	589540	12510	+	4686137	11984	7389	61.66	68.45	25	2.88	98.68	14	8	5	2	2	1
N79596_dh10b_8kb_11022015_0627_1_ch493_file9_strand.fast5_BaseCalled_Template.fasta.maf	ch493_file9	49.67	16	3636	+	3674	gi|170079663|ref|NC_010473.1|	1057349	3811	+	4686137	3750	2506	66.83	68.21	22	3.51	98.97	9	5	1	1	0	0
N79596_dh10b_8kb_11022015_0627_1_ch326_file112_strand.fast5_BaseCalled_Template.fasta.maf	ch326_file112	48.58	9	1533	+	1544	gi|170079663|ref|NC_010473.1|	1779629	1625	+	4686137	1720	1169	67.97	75.71	35	3.52	99.29	7	2	1	1	1	1
N79596_dh10b_8kb_11022015_0627_1_ch243_file33_strand.fast5_BaseCalled_Template.fasta.maf	ch243_file33	53.19	12	1721	+	1741	gi|170079663|ref|NC_010473.1|	2920733	1774	+	4686137	1888	1279	67.74	73.46	25	3.35	98.85	8	6	2	2	1	1
N79596_dh10b_8kb_11022015_0627_1_ch162_file35_strand.fast5_BaseCalled_Template.fasta.maf	ch162_file35	50.32	2	3101	+	3118	gi|170079663|ref|NC_010473.1|	2852721	3419	+	4686137	3548	2425	68.35	77.77	32	3.70	99.45	16	12	8	8	5	1
N79596_dh10b_8kb_11022015_0627_1_ch249_file23_strand.fast5_BaseCalled_Template.fasta.maf	ch249_file23	51.75	8	5550	+	5569	gi|170079663|ref|NC_010473.1|	548370	5836	+	4686137	6155	4358	70.80	78.25	33	4.20	99.66	41	29	19	11	8	4
N79596_dh10b_8kb_11022015_0627_1_ch406_file144_strand.fast5_BaseCalled_Template.fasta.maf	ch406_file144	50.37	8	8851	+	8870	gi|170079663|ref|NC_010473.1|	1908273	9720	+	4686137	10122	6823	67.41	76.92	31	3.64	99.79	38	25	16	12	9	5
N79596_dh10b_8kb_11022015_0627_1_ch481_file25_strand.fast5_BaseCalled_Template.fasta.maf	ch481_file25	50.93	48	4018	+	4084	gi|170079663|ref|NC_010473.1|	1928108	4205	+	4686137	4440	3166	71.31	77.52	41	4.33	98.38	34	25	15	7	4	2
N79596_dh10b_8kb_11022015_0627_1_ch251_file41_strand.fast5_BaseCalled_Template.fasta.maf	ch251_file41	49.62	6	494	+	522	gi|170079663|ref|NC_010473.1|	543189	530	+	4686137	556	387	69.60	74.14	29	3.87	94.64	4	2	2	2	1	1
N79596_dh10b_8kb_11022015_0627_1_ch281_file0_strand.fast5_BaseCalled_Template.fasta.maf	ch281_file0	46.90	27	649	+	678	gi|170079663|ref|NC_010473.1|	3562305	787	+	4686137	793	506	63.81	74.63	18	3.07	95.72	3	1	0	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch406_file74_strand.fast5_BaseCalled_Template.fasta.maf	ch406_file74	47.82	12	3912	+	3925	gi|170079663|ref|NC_010473.1|	3726889	4609	+	4686137	4685	3000	64.03	76.43	20	3.08	99.67	6	5	3	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch486_file11_strand.fast5_BaseCalled_Template.fasta.maf	ch486_file11	54.09	6	4252	+	4269	gi|170079663|ref|NC_010473.1|	4613771	4467	+	4686137	4736	3215	67.88	75.31	30	3.71	99.60	24	13	5	4	3	1
N79596_dh10b_8kb_11022015_0627_1_ch154_file15_strand.fast5_BaseCalled_Template.fasta.maf	ch154_file15	52.27	5	1133	+	1190	gi|170079663|ref|NC_010473.1|	3302581	1345	+	4686137	1372	902	65.74	75.80	36	3.39	95.21	5	4	2	2	1	1
N79596_dh10b_8kb_11022015_0627_1_ch292_file18_strand.fast5_BaseCalled_Template.fasta.maf	ch292_file18	51.52	19	4280	+	4309	gi|170079663|ref|NC_010473.1|	2337506	4453	+	4686137	4718	3316	70.28	76.96	42	4.13	99.33	38	20	18	10	7	4
N79596_dh10b_8kb_11022015_0627_1_ch16_file11_strand.fast5_BaseCalled_Template.fasta.maf	ch16_file11	51.92	749	4056	+	4815	gi|170079663|ref|NC_010473.1|	3194296	4689	+	4686137	4638	3090	66.62	64.17	25	3.51	84.24	19	13	10	6	3	1
N79596_dh10b_8kb_11022015_0627_1_ch11_file198_strand.fast5_BaseCalled_Template.fasta.maf	ch11_file198	51.22	7	3344	+	3374	gi|170079663|ref|NC_010473.1|	4227842	3883	+	4686137	3988	2560	64.19	75.87	25	3.14	99.11	9	6	5	2	1	1
N79596_dh10b_8kb_11022015_0627_1_ch314_file4_strand.fast5_BaseCalled_Template.fasta.maf	ch314_file4	51.07	5	3191	+	3211	gi|170079663|ref|NC_010473.1|	164940	3413	+	4686137	3556	2510	70.58	78.17	27	4.09	99.38	22	9	5	3	2	2
N79596_dh10b_8kb_11022015_0627_1_ch366_file1_strand.fast5_BaseCalled_Template.fasta.maf	ch366_file1	52.69	194	2183	+	2380	gi|170079663|ref|NC_010473.1|	3295229	2323	+	4686137	2448	1711	69.89	71.89	20	3.93	91.72	11	6	1	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch136_file11_strand.fast5_BaseCalled_Template.fasta.maf	ch136_file11	50.02	8	2651	+	2671	gi|170079663|ref|NC_010473.1|	1063564	2890	+	4686137	2997	2083	69.50	77.99	25	3.92	99.25	14	8	4	4	2	2
N79596_dh10b_8kb_11022015_0627_1_ch58_file16_strand.fast5_BaseCalled_Template.fasta.maf	ch58_file16	50.55	7	8931	+	8939	gi|170079663|ref|NC_010473.1|	2985201	9513	+	4686137	9979	6824	68.38	76.34	24	3.76	99.91	58	33	16	9	4	0
N79596_dh10b_8kb_11022015_0627_1_ch84_file34_strand.fast5_BaseCalled_Template.fasta.maf	ch84_file34	51.20	6	399	+	416	gi|170079663|ref|NC_010473.1|	3916086	429	+	4686137	448	319	71.21	76.68	27	4.09	95.91	3	2	1	1	1	1
N79596_dh10b_8kb_11022015_0627_1_ch66_file310_strand.fast5_BaseCalled_Template.fasta.maf	ch66_file310	50.58	15	1192	+	1212	gi|170079663|ref|NC_010473.1|	2204789	1328	+	4686137	1394	871	62.48	71.86	18	2.97	98.35	2	2	0	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch422_file14_strand.fast5_BaseCalled_Template.fasta.maf	ch422_file14	52.15	42	675	+	767	gi|170079663|ref|NC_010473.1|	420694	730	+	4686137	766	539	70.37	70.27	19	4.42	88.01	5	3	1	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch281_file53_strand.fast5_BaseCalled_Template.fasta.maf	ch281_file53	52.57	0	3429	+	3439	gi|170079663|ref|NC_010473.1|	3303111	3988	+	4686137	4116	2643	64.21	76.85	22	3.24	99.71	12	5	4	2	0	0
N79596_dh10b_8kb_11022015_0627_1_ch20_file1_strand.fast5_BaseCalled_Template.fasta.maf	ch20_file1	50.39	15	854	+	889	gi|170079663|ref|NC_010473.1|	738300	949	+	4686137	980	668	68.16	75.14	28	3.86	96.06	7	5	2	2	2	1
N79596_dh10b_8kb_11022015_0627_1_ch214_file143_strand.fast5_BaseCalled_Template.fasta.maf	ch214_file143	50.11	24	3741	+	3796	gi|170079663|ref|NC_010473.1|	1893992	4142	+	4686137	4295	2790	64.96	73.50	24	3.19	98.55	10	3	2	1	1	0
N79596_dh10b_8kb_11022015_0627_1_ch162_file81_strand.fast5_BaseCalled_Template.fasta.maf	ch162_file81	52.26	6	2607	+	2629	gi|170079663|ref|NC_010473.1|	4651106	2712	+	4686137	2905	2003	68.95	76.19	24	3.72	99.16	13	7	6	3	2	0
N79596_dh10b_8kb_11022015_0627_1_ch251_file113_strand.fast5_BaseCalled_Template.fasta.maf	ch251_file113	51.43	27	9600	+	9650	gi|170079663|ref|NC_010473.1|	2426459	9421	+	4686137	9708	6804	70.09	70.51	40	3.93	99.48	60	39	27	20	15	12
N79596_dh10b_8kb_11022015_0627_1_ch243_file84_strand.fast5_BaseCalled_Template.fasta.maf	ch243_file84	51.90	3	3706	+	3744	gi|170079663|ref|NC_010473.1|	4191108	3897	+	4686137	4162	2703	64.94	72.20	25	3.12	98.99	6	3	2	1	1	1
N79596_dh10b_8kb_11022015_0627_1_ch214_file153_strand.fast5_BaseCalled_Template.fasta.maf	ch214_file153	51.19	72	1880	+	1969	gi|170079663|ref|NC_010473.1|	537408	2065	+	4686137	2136	1374	64.33	69.78	18	3.17	95.48	5	2	0	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch215_file125_strand.fast5_BaseCalled_Template.fasta.maf	ch215_file125	50.21	418	2684	+	3115	gi|170079663|ref|NC_010473.1|	2965844	3299	+	4686137	3334	2042	61.25	65.55	22	2.70	86.16	2	2	1	1	0	0
N79596_dh10b_8kb_11022015_0627_1_ch450_file50_strand.fast5_BaseCalled_Template.fasta.maf	ch450_file50	51.94	15	3165	+	3202	gi|170079663|ref|NC_010473.1|	1472683	3622	+	4686137	3722	2411	64.78	75.30	30	3.20	98.84	7	3	2	2	2	2
N79596_dh10b_8kb_11022015_0627_1_ch243_file36_strand.fast5_BaseCalled_Template.fasta.maf	ch243_file36	50.57	132	3835	+	3969	gi|170079663|ref|NC_010473.1|	3297815	4241	+	4686137	4436	3033	68.37	76.42	25	3.77	96.62	17	14	8	5	4	1
N79596_dh10b_8kb_11022015_0627_1_ch202_file99_strand.fast5_BaseCalled_Template.fasta.maf	ch202_file99	55.05	9	713	+	723	gi|170079663|ref|NC_010473.1|	2780186	786	+	4686137	814	561	68.92	77.59	21	3.51	98.62	5	1	1	1	0	0
N79596_dh10b_8kb_11022015_0627_1_ch202_file199_strand.fast5_BaseCalled_Template.fasta.maf	ch202_file199	50.82	19	4258	+	4284	gi|170079663|ref|NC_010473.1|	4161724	4582	+	4686137	4812	3112	64.67	72.64	22	3.08	99.39	8	8	5	1	0	0
N79596_dh10b_8kb_11022015_0627_1_ch26_file18_strand.fast5_BaseCalled_Template.fasta.maf	ch26_file18	52.60	21	2792	+	2850	gi|170079663|ref|NC_010473.1|	1372986	3197	+	4686137	3281	2218	67.60	77.82	23	3.65	97.96	19	9	7	3	1	0
N79596_dh10b_8kb_11022015_0627_1_ch133_file40_strand.fast5_BaseCalled_Template.fasta.maf	ch133_file40	51.11	2	4496	+	4518	gi|170079663|ref|NC_010473.1|	320979	5078	+	4686137	5225	3495	66.89	77.36	29	3.48	99.51	16	8	4	4	3	2
N79596_dh10b_8kb_11022015_0627_1_ch160_file18_strand.fast5_BaseCalled_Template.fasta.maf	ch160_file18	55.96	3	1257	+	1267	gi|170079663|ref|NC_010473.1|	463335	1363	+	4686137	1415	963	68.06	76.01	26	3.53	99.21	7	6	5	4	4	1
N79596_dh10b_8kb_11022015_0627_1_ch336_file55_strand.fast5_BaseCalled_Template.fasta.maf	ch336_file55	47.24	34	859	+	959	gi|170079663|ref|NC_010473.1|	392486	999	+	4686137	1008	673	66.77	70.18	19	3.27	89.57	4	2	1	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch108_file37_strand.fast5_BaseCalled_Template.fasta.maf	ch108_file37	49.78	4	1122	+	1141	gi|170079663|ref|NC_010473.1|	267309	1213	+	4686137	1273	836	65.67	73.27	23	3.20	98.33	6	3	2	1	1	0
N79596_dh10b_8kb_11022015_0627_1_ch276_file86_strand.fast5_BaseCalled_Template.fasta.maf	ch276_file86	53.86	1	5482	+	5511	gi|170079663|ref|NC_010473.1|	2936337	6137	+	4686137	6324	4202	66.45	76.25	27	3.41	99.47	19	15	10	4	2	2
N79596_dh10b_8kb_11022015_0627_1_ch156_file57_strand.fast5_BaseCalled_Template.fasta.maf	ch156_file57	50.44	0	4226	+	4247	gi|170079663|ref|NC_010473.1|	3019606	4859	+	4686137	4908	3272	66.67	77.04	31	3.45	99.51	14	6	4	3	2	2
N79596_dh10b_8kb_11022015_0627_1_ch292_file74_strand.fast5_BaseCalled_Template.fasta.maf	ch292_file74	50.45	25	3473	+	3566	gi|170079663|ref|NC_010473.1|	4025987	3456	+	4686137	2907	2009	69.11	56.34	33	3.73	97.39	13	8	5	4	2	1
N79596_dh10b_8kb_11022015_0627_1_ch408_file8_strand.fast5_BaseCalled_Template.fasta.maf	ch408_file8	51.75	71	3291	+	3366	gi|170079663|ref|NC_010473.1|	228970	3632	+	4686137	3740	2628	70.27	78.07	51	3.96	97.77	23	14	10	7	5	5
N79596_dh10b_8kb_11022015_0627_1_ch208_file195_strand.fast5_BaseCalled_Template.fasta.maf	ch208_file195	51.22	26	4071	+	4106	gi|170079663|ref|NC_010473.1|	2205940	4399	+	4686137	4598	3079	66.96	74.99	21	3.46	99.15	9	3	3	1	0	0
N79596_dh10b_8kb_11022015_0627_1_ch85_file155_strand.fast5_BaseCalled_Template.fasta.maf	ch85_file155	50.78	7	4290	+	4297	gi|170079663|ref|NC_010473.1|	4555617	4581	+	4686137	4862	3158	64.95	73.49	23	3.20	99.84	14	8	3	2	1	0
N79596_dh10b_8kb_11022015_0627_1_ch450_file123_strand.fast5_BaseCalled_Template.fasta.maf	ch450_file123	50.71	3	3806	+	3859	gi|170079663|ref|NC_010473.1|	334585	4099	+	4686137	4326	2855	66.00	73.98	21	3.51	98.63	19	11	7	2	0	0
N79596_dh10b_8kb_11022015_0627_1_ch406_file47_strand.fast5_BaseCalled_Template.fasta.maf	ch406_file47	50.43	0	5026	+	5037	gi|170079663|ref|NC_010473.1|	540269	5750	+	4686137	5902	3940	66.76	78.22	28	3.44	99.78	21	15	11	6	2	1
N79596_dh10b_8kb_11022015_0627_1_ch248_file16_strand.fast5_BaseCalled_Template.fasta.maf	ch248_file16	50.47	33	5270	+	5308	gi|170079663|ref|NC_010473.1|	4268617	5843	+	4686137	6029	4151	68.85	78.20	27	3.82	99.28	30	20	9	5	3	3
N79596_dh10b_8kb_11022015_0627_1_ch83_file3_strand.fast5_BaseCalled_Template.fasta.maf	ch83_file3	49.92	14	6783	+	6799	gi|170079663|ref|NC_010473.1|	616888	7071	+	4686137	7502	5180	69.05	76.19	34	3.85	99.76	36	24	18	13	6	2
N79596_dh10b_8kb_11022015_0627_1_ch136_file92_strand.fast5_BaseCalled_Template.fasta.maf	ch136_file92	52.09	16	4491	+	4521	gi|170079663|ref|NC_010473.1|	3941820	4958	+	4686137	5027	3365	66.94	74.43	26	3.35	99.34	19	9	4	1	1	1
N79596_dh10b_8kb_11022015_0627_1_ch456_file13_strand.fast5_BaseCalled_Template.fasta.maf	ch456_file13	52.05	3	4183	+	4194	gi|170079663|ref|NC_010473.1|	2586684	4489	+	4686137	4706	3262	69.32	77.78	30	3.79	99.74	18	12	7	6	4	4
N79596_dh10b_8kb_11022015_0627_1_ch296_file33_strand.fast5_BaseCalled_Template.fasta.maf	ch296_file33	49.84	7	5542	+	5554	gi|170079663|ref|NC_010473.1|	1117579	6000	+	4686137	6110	4224	69.13	76.05	36	3.84	99.78	32	18	14	8	5	3
N79596_dh10b_8kb_11022015_0627_1_ch144_file37_strand.fast5_BaseCalled_Template.fasta.maf	ch144_file37	50.72	7	5019	+	5035	gi|170079663|ref|NC_010473.1|	4371621	5747	+	4686137	5917	3805	64.31	75.57	19	3.15	99.68	11	5	1	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch294_file16_strand.fast5_BaseCalled_Template.fasta.maf	ch294_file16	49.19	25	2436	+	2466	gi|170079663|ref|NC_010473.1|	1356273	2592	+	4686137	2701	1935	71.64	78.47	36	4.19	98.78	17	9	6	4	2	2
N79596_dh10b_8kb_11022015_0627_1_ch433_file121_strand.fast5_BaseCalled_Template.fasta.maf	ch433_file121	49.80	1441	4470	+	5912	gi|170079663|ref|NC_010473.1|	4259538	4996	+	4686137	5207	3443	66.12	58.24	29	3.44	75.61	20	11	4	4	2	2
N79596_dh10b_8kb_11022015_0627_1_ch224_file104_strand.fast5_BaseCalled_Template.fasta.maf	ch224_file104	50.78	1	883	+	892	gi|170079663|ref|NC_010473.1|	166189	950	+	4686137	986	673	68.26	75.45	21	3.56	98.99	6	3	2	1	0	0
N79596_dh10b_8kb_11022015_0627_1_ch155_file208_strand.fast5_BaseCalled_Template.fasta.maf	ch155_file208	49.67	79	7826	+	7934	gi|170079663|ref|NC_010473.1|	1487308	8229	+	4686137	8642	5711	66.08	71.98	25	3.32	98.64	26	11	7	3	1	1
N79596_dh10b_8kb_11022015_0627_1_ch327_file106_strand.fast5_BaseCalled_Template.fasta.maf	ch327_file106	51.98	11	4972	+	4985	gi|170079663|ref|NC_010473.1|	2588852	5344	+	4686137	5584	3771	67.53	75.65	29	3.47	99.74	25	14	7	2	1	1
N79596_dh10b_8kb_11022015_0627_1_ch468_file145_strand.fast5_BaseCalled_Template.fasta.maf	ch468_file145	51.57	6	4047	+	4070	gi|170079663|ref|NC_010473.1|	1816481	4264	+	4686137	4494	2974	66.18	73.07	25	3.26	99.43	8	3	1	1	1	1
N79596_dh10b_8kb_11022015_0627_1_ch75_file14_strand.fast5_BaseCalled_Template.fasta.maf	ch75_file14	52.14	48	7044	+	7112	gi|170079663|ref|NC_010473.1|	2780290	8198	+	4686137	8380	5401	64.45	75.94	30	3.22	99.04	34	18	13	6	4	2
N79596_dh10b_8kb_11022015_0627_1_ch461_file72_strand.fast5_BaseCalled_Template.fasta.maf	ch461_file72	51.82	20	3470	+	3522	gi|170079663|ref|NC_010473.1|	2487766	3586	+	4686137	3845	2490	64.76	70.70	33	3.14	98.52	8	4	2	1	1	1
N79596_dh10b_8kb_11022015_0627_1_ch84_file103_strand.fast5_BaseCalled_Template.fasta.maf	ch84_file103	52.52	22	3327	+	3357	gi|170079663|ref|NC_010473.1|	3906548	3680	+	4686137	3833	2521	65.77	75.10	20	3.30	99.11	13	7	3	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch325_file2_strand.fast5_BaseCalled_Template.fasta.maf	ch325_file2	50.11	3	2772	+	2780	gi|170079663|ref|NC_010473.1|	4144907	3311	+	4686137	3219	2136	66.36	76.83	21	3.40	99.71	13	8	3	1	0	0
N79596_dh10b_8kb_11022015_0627_1_ch374_file18_strand.fast5_BaseCalled_Template.fasta.maf	ch374_file18	49.75	4	7473	+	7477	gi|170079663|ref|NC_010473.1|	2009526	7934	+	4686137	8331	5955	71.48	79.64	33	4.22	99.95	57	37	25	16	12	7
N79596_dh10b_8kb_11022015_0627_1_ch216_file147_strand.fast5_BaseCalled_Template.fasta.maf	ch216_file147	50.55	10	4868	+	4886	gi|170079663|ref|NC_010473.1|	2664210	5332	+	4686137	5559	3815	68.63	78.08	36	3.82	99.63	30	24	15	10	6	4
N79596_dh10b_8kb_11022015_0627_1_ch110_file8_strand.fast5_BaseCalled_Template.fasta.maf	ch110_file8	50.00	154	1071	+	1230	gi|170079663|ref|NC_010473.1|	4121447	1203	+	4686137	1229	843	68.59	68.54	23	3.78	87.07	7	3	2	1	1	0
N79596_dh10b_8kb_11022015_0627_1_ch1_file104_strand.fast5_BaseCalled_Template.fasta.maf	ch1_file104	45.80	9	4478	+	4509	gi|170079663|ref|NC_010473.1|	506223	4765	+	4686137	5026	3287	65.40	72.90	24	3.27	99.31	14	7	3	1	1	0
N79596_dh10b_8kb_11022015_0627_1_ch84_file10_strand.fast5_BaseCalled_Template.fasta.maf	ch84_file10	52.42	45	1540	+	1591	gi|170079663|ref|NC_010473.1|	4501824	1753	+	4686137	1800	1262	70.11	79.32	22	4.11	96.79	7	5	3	1	0	0
N79596_dh10b_8kb_11022015_0627_1_ch84_file70_strand.fast5_BaseCalled_Template.fasta.maf	ch84_file70	50.65	16	6613	+	6651	gi|170079663|ref|NC_010473.1|	3101087	7025	+	4686137	7428	5076	68.34	76.32	39	3.76	99.43	41	27	18	14	8	7
N79596_dh10b_8kb_11022015_0627_1_ch281_file21_strand.fast5_BaseCalled_Template.fasta.maf	ch281_file21	48.03	469	885	+	1445	gi|170079663|ref|NC_010473.1|	3894782	1119	+	4686137	1136	661	58.19	45.74	18	2.72	61.25	3	1	0	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch66_file52_strand.fast5_BaseCalled_Template.fasta.maf	ch66_file52	50.80	2	4053	+	4150	gi|170079663|ref|NC_010473.1|	4570428	4667	+	4686137	4844	3115	64.31	75.06	27	3.16	97.66	11	4	3	3	2	1
N79596_dh10b_8kb_11022015_0627_1_ch214_file76_strand.fast5_BaseCalled_Template.fasta.maf	ch214_file76	51.13	18	4426	+	4451	gi|170079663|ref|NC_010473.1|	4663732	4965	+	4686137	5110	3425	67.03	76.95	37	3.47	99.44	12	10	6	2	1	1
N79596_dh10b_8kb_11022015_0627_1_ch172_file66_strand.fast5_BaseCalled_Template.fasta.maf	ch172_file66	48.53	11	807	+	818	gi|170079663|ref|NC_010473.1|	3940369	906	+	4686137	940	612	65.11	74.82	21	3.42	98.66	2	2	1	1	0	0
N79596_dh10b_8kb_11022015_0627_1_ch179_file9_strand.fast5_BaseCalled_Template.fasta.maf	ch179_file9	47.81	83	2097	+	2194	gi|170079663|ref|NC_010473.1|	338016	2300	+	4686137	2378	1660	69.81	75.66	25	3.97	95.58	15	9	6	4	1	1
N79596_dh10b_8kb_11022015_0627_1_ch61_file18_strand.fast5_BaseCalled_Template.fasta.maf	ch61_file18	53.52	4	3642	+	3662	gi|170079663|ref|NC_010473.1|	1450278	3845	+	4686137	4101	2721	66.35	74.30	31	3.45	99.45	16	9	6	3	3	1
N79596_dh10b_8kb_11022015_0627_1_ch360_file53_strand.fast5_BaseCalled_Template.fasta.maf	ch360_file53	49.10	2	3576	+	3619	gi|170079663|ref|NC_010473.1|	2562672	3950	+	4686137	4035	2814	69.74	77.76	29	3.78	98.81	19	10	5	4	3	1
N79596_dh10b_8kb_11022015_0627_1_ch407_file43_strand.fast5_BaseCalled_Template.fasta.maf	ch407_file43	50.80	10	6687	+	6711	gi|170079663|ref|NC_010473.1|	3459532	7380	+	4686137	7649	5291	69.17	78.84	35	3.86	99.64	36	23	15	9	7	4
N79596_dh10b_8kb_11022015_0627_1_ch140_file60_strand.fast5_BaseCalled_Template.fasta.maf	ch140_file60	50.51	26	1040	+	1081	gi|170079663|ref|NC_010473.1|	1571800	1198	+	4686137	1223	798	65.25	73.82	20	3.18	96.21	5	3	2	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch328_file5_strand.fast5_BaseCalled_Template.fasta.maf	ch328_file5	50.71	3	1189	+	1193	gi|170079663|ref|NC_010473.1|	1736346	1355	+	4686137	1381	961	69.59	80.55	28	4.31	99.66	7	6	4	3	3	1
N79596_dh10b_8kb_11022015_0627_1_ch290_file73_strand.fast5_BaseCalled_Template.fasta.maf	ch290_file73	53.11	0	1993	+	2009	gi|170079663|ref|NC_010473.1|	885130	2202	+	4686137	2312	1591	68.81	79.19	30	3.94	99.20	7	5	2	2	2	2
N79596_dh10b_8kb_11022015_0627_1_ch100_file7_strand.fast5_BaseCalled_Template.fasta.maf	ch100_file7	49.23	8	1348	+	1359	gi|170079663|ref|NC_010473.1|	1174333	1440	+	4686137	1508	1082	71.75	79.62	35	4.24	99.19	12	9	7	2	1	1
N79596_dh10b_8kb_11022015_0627_1_ch291_file20_strand.fast5_BaseCalled_Template.fasta.maf	ch291_file20	55.37	9	3255	+	3271	gi|170079663|ref|NC_010473.1|	254042	3418	+	4686137	3520	2392	67.95	73.13	40	3.61	99.51	16	8	5	4	2	2
N79596_dh10b_8kb_11022015_0627_1_ch302_file153_strand.fast5_BaseCalled_Template.fasta.maf	ch302_file153	49.53	2	3709	+	3733	gi|170079663|ref|NC_010473.1|	4060171	4228	+	4686137	4383	2811	64.13	75.30	20	3.06	99.36	6	6	2	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch243_file5_strand.fast5_BaseCalled_Template.fasta.maf	ch243_file5	50.92	8	2036	+	2062	gi|170079663|ref|NC_010473.1|	1923014	2202	+	4686137	2301	1605	69.75	77.84	33	3.85	98.74	15	10	5	4	2	2
N79596_dh10b_8kb_11022015_0627_1_ch296_file10_strand.fast5_BaseCalled_Template.fasta.maf	ch296_file10	51.15	11	806	+	825	gi|170079663|ref|NC_010473.1|	438137	970	+	4686137	999	630	63.06	76.36	21	3.28	97.70	4	2	1	1	0	0
N79596_dh10b_8kb_11022015_0627_1_ch281_file46_strand.fast5_BaseCalled_Template.fasta.maf	ch281_file46	50.15	1	4274	+	4275	gi|170079663|ref|NC_010473.1|	1581973	5093	+	4686137	5192	3297	63.50	77.12	21	3.02	99.98	5	5	2	1	0	0
